text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti,processed_text
What are they going to about the elected leaders whose terms are going to end? ,29-01-2010,Kisa yap fe pou dirijan manda yo fini yo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what are they going to about the elected leaders whose terms are going to end 
"Signal FM I salut you for the serious work you do fot hte rest of people who are left alive,and the voice of the weak. I ask you the list of names. ",29-01-2010,"Signal Fm map salye nou pou travay serye sa a nap fe pou ti rs moun ki rete yo, e ou se vwa sak pi fb yo. Sa map mande nou yo di gen yon lis non moun",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,signal fm salut you for the serious work you do fot hte rest of people who are left alive and the voice of the weak ask you the list of names 
I need information about aid and emergencies. ,29-01-2010,Mwen bezwen enfomasyon sou ed an ijans,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, need information about aid and emergencies 
"or a carpet with a blanket to have shelter from dew and rain, if there's a neighbourhood that never gets or hears anything it's ours in Jivna 3. Please brother, pass this message along for us, we have a comitee. ",29-01-2010,"ou yon tapi ak yon lenn poun ka pare lawouze, si gen yon katye pap ki pajanm nan bri senou nan jivna3 svp from fe mesajla pase pou nou, nougen yon komite",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,or carpet with blanket to have shelter from dew and rain if there neighbourhood that never gets or hears anything it ours in jivna please brother pass this message along for us we have comitee 
We need help tp move the big rubbles. Will we receive assistance in the form of tractors for the big concrete chunks? ,29-01-2010,Noutarenmen konnen kijan pounou debarasenou ak dekonb yo ske yapbanou trakt pou retire gwo moso beton yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need help tp move the big rubbles will we receive assistance in the form of tractors for the big concrete chunks 
"The people of ? need roads, electricity, medicine because there's an epidemic attacking them ",29-01-2010,Pp lest nan nesesite rout elektrisite medikaman paske gen yon epidemi ki atakeyo,direct,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the people of need roads electricity medicine because there an epidemic attacking them 
Is it important to ignore people with Aids or Malaria? ,29-01-2010,ske li enpotan pou meprize moun ki gen sida yo. oubyen moun ki gen malaria yo.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,is it important to ignore people with aids or malaria 
"if someone never had aids,how can he protect himself? ",29-01-2010,Si yon moun gen jam sida ki prevansyon li kpab pran,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if someone never had aids how can he protect himself 
Someone just called me and told me there were alive under a supermarket help ,29-01-2010,Mwen gen yon moun ki relem dim li vivan toujou nan yon maket sa nou ka fe pou li.,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,someone just called me and told me there were alive under supermarket help 
"I don't understand what youre doing because I am a victim, I can't be going to give blood, on the contrary, I need YOU to help ME ",29-01-2010,MWEN PA KONPRANN SA NAP FE A PASKE SE YON VIKTIM MWEN YE  MWEN PAKA NAN BAY SAN OKONTRE SE EDE POU NOU EDE MWEN,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, don understand what youre doing because am victim can be going to give blood on the contrary need you to help me 
Is there a risk of having another earthquake of same magnitude? ,29-01-2010,Eske gen risk yon seism menm ampleur ya ankor?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,is there risk of having another earthquake of same magnitude 
"There is a disease in Jacmel Called Hunger, the markets are closed, the little corner stores are not open, there's no food or brevages,all the hospitals are closed. there's is only 1 laboratory that's working in the city. ",29-01-2010,"Jakmel atrape pa yon maladi yo rele grangou, pa gen mache. boutik fe men, pa gen nouriti, pa gen bwason, tout lopital fmen pat yo. yon sel labowatwa mache nw",direct,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,there is disease in jacmel called hunger the markets are closed the little corner stores are not open there no food or brevages all the hospitals are closed there is only laboratory that working in the city 
Please circulate this message to the authorities for me. Please send food for the victims who sought refuge in St. Mark. ,29-01-2010,fe mesaj sa pase pou mwen bay otorite yo pou mwen voye mange pou moun sinistre ki vinn pran abri st mak yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,please circulate this message to the authorities for me please send food for the victims who sought refuge in st mark 
We need help at delmas 75 across from kiskeya christian school. Thank u! ,29-01-2010,We need help at delmas 75 across from kiskeya christian school. Tank u!,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need help at delmas across from kiskeya christian school thank 
When Will these aftershocks finish,29-01-2010,Kil tranbleman ta ap fini?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,when will these aftershocks finish
Need medicine and many tents. At Telandieu and Leonord. Thank you in advance.,29-01-2010,medikaman ak plizi tant. Resp. Telandieu et Leonord. Mesi davans,direct,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,need medicine and many tents at telandieu and leonord thank you in advance 
Information regarding the earthquake,29-01-2010,Information sur le tremblement 2 terre,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,information regarding the earthquake
"Food, water and sheltter are needed in Lakil, Petit Goave.",29-01-2010,"Adres : lakil Petigwav # 1, Objektif : demand d manje, kote pou n demi. Silvoupl nap mande n pou n pran ka nou ankonsekan paske nou pa kap ank, tout tib",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,food water and sheltter are needed in lakil petit goave 
i am in penyen 1 in the commune of l'est,29-01-2010,MWEN NAN LOKALITE PENYEN 1 KISITIYE NAN DEZYEM SEKSYON KOMIN LEST,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am in penyen in the commune of est
People in Petit Goaves need medical assistance as well. Please be aware of that as well.,29-01-2010,Nou nan zon tigwav nou ta renmen pou nou d men fok se pajan mwen w mesye minista ap fe moun yo nou bezwen anpil tant ak medikaman pou grip la fy ak no,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,people in petit goaves need medical assistance as well please be aware of that as well 
I would like to get more info on the earthquake in Haiti.,29-01-2010,Je voudrais savoir tout les informations sur les tramblements de terre en haiti,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0, would like to get more info on the earthquake in haiti 
The entranceof Solidarit Village in Cit Reno on Felix Dutier street across from Cheval parc on the land/field. Please help us we haven't received anything yet. Help us ,29-01-2010,ntr vilaj solidarite site reno rue felix duti en fasse pak cheval sou terin an tanpri di nou nou poko jwoin anyin di nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,the entranceof solidarit village in cit reno on felix dutier street across from cheval parc on the land field please help us we haven received anything yet help us 
".. to think about us because we are in need of lots of things (treated water, food, tarps and things to hide from the rain, etc) ",29-01-2010,"nsne yo pou yo panse ak nou paske nou nan necesite de anpil bagay ( dlo trete, manje, pwela ak bagay pou nou pare lapli etc ).",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, to think about us because we are in need of lots of things treated water food tarps and things to hide from the rain etc 
"Where can people get food to eat outside of the capital because since January 12th, they've sent food for the people but we never received anything. We are dying of hunger ",29-01-2010,KIBO MOUN KA JWENN MANJE POU YO MANJE ANDEYO KAPITAL PASKE DEPI 12 JANVYE YO VOYE MANJE POU PEP LA MEN NOU PA JANM JWENN ANYEN. NAP MOURI AK GRANGOU,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,where can people get food to eat outside of the capital because since january th they have sent food for the people but we never received anything we are dying of hunger 
Please check this phone number to see if it works when I try it doesn't work ,29-01-2010,Tampri f koudy sou lin sa pou mwen chak m fl sa pa mache,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please check this phone number to see if it works when try it doesn work 
"I am a young girl of 21 years, I am in the street. Please say a word for me, We are 8 of my mother's children, please I know that after God, it's you .. ",29-01-2010,Mwen se yon jenn fi aje de 21 an mwen lage nan la ri ya tanpri di yon mo pou mwen se nou 8 pitit manmanm genyen tanpri mwen konnen apre Bondye se nou po,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am young girl of years am in the street please say word for me we are of my mother children please know that after god it you 
GOOD MORNING. I WOULD LIKE TO KNOW WHAT IS GOING ON TODAY IN THE COUNTRY(HAITI)? ,29-01-2010,Bonjou jodi a mwen ta renmen konnen ki sat kap pase nan peyi a,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good morning would like to know what is going on today in the country haiti 
"In the name of A.J.D.Q. we are asking for help for people who are not fighting/looting because I see that help is only going to people who are fighting, usespecially in usenpye need help. ",29-01-2010,Nan nom ( A. J. P. D. Q ) nap mande ed pou moun ki pa ka goumen paske mwen w d yo bay selman ak moun ki ka goumen nou menm espesyalman sou plas senpy,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,in the name of we are asking for help for people who are not fighting looting because see that help is only going to people who are fighting usespecially in usenpye need help 
"What can we expect from the government because there is no water. The pipe doesn't come and all the reservoirs are gone and sometimes, when the REd Cross water trucks pass, the refuse to even give us 2 or 3 bukets of water ",29-01-2010,"Kisa nou ka atann de gouvenman an paske pa gen dlo poun sevi tiyo pa vini tout basen kraze epafwa li machin dlo lakwa rouj pase yo refize bay nou 2, 3 bokit dlo",direct,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,what can we expect from the government because there is no water the pipe doesn come and all the reservoirs are gone and sometimes when the red cross water trucks pass the refuse to even give us or bukets of water 
How can you help me and an organization in the zone Perigny who would like to help with the activities. ,29-01-2010,Koman w ka ede m ak yon oganizasyon ki nan zon Prigny ( kanperen ) ki vle kanpe ak aktivite cassaverie ? Bonjou. Digicel.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,how can you help me and an organization in the zone perigny who would like to help with the activities 
Send me the exchange rate. Thank you. ,29-01-2010,Envoi moi taux du jour. Merci.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,send me the exchange rate thank you 
..department Sud ..1st section under commune St-Jean du sud ,29-01-2010,nye a mwen okay. okay depatman sid-tapyon premye seksyon sou komin sen jan di sid.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, department sud st section under commune st jean du sud 
I AM A DRIVER AND I HAVE A LICENSE. I WOULD LIKE TO FIND A JOB. ,29-01-2010,Mwen si yon chauff mwen gin lisans mwen ta rinmin jwen yon djob,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am driver and have license would like to find job 
Is the school called College Marie Anne destroyed? Thank you. ,29-01-2010,Eske lekol kolej marie anne kraze?mesi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,is the school called college marie anne destroyed thank you 
Hello Red Cross. WE need your humanitarian aid right now. Thank you. ,29-01-2010,BONJOU KWA ROUG. NOU BEZWEN YOU TI IMANIT TOU-SUIT MCI,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hello red cross we need your humanitarian aid right now thank you 
"We are resting well, we are done with dying or death, we are in the city of Maringouin. ",29-01-2010,Nou nan bon repos nap fin mouri ce nan site maringoin nou ye,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are resting well we are done with dying or death we are in the city of maringouin 
"Hello Digicell. My phone has a problem, I can't make calls. It just gives a busy signal ",29-01-2010,Alo bonswa digicel telefon mwen Gen yon pwoblem mwen paka fe apel sou lap ban mwen son okipe?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hello digicell my phone has problem can make calls it just gives busy signal 
"Epasam (?) I need help, I was a victim of the quake. ",29-01-2010,Epasam mwen bezwen se sinistrm sinistr. trenbleman d te nan kom.,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,epasam need help was victim of the quake 
I received your message 5/5 but i would like to ask one thing: when and how will you be able to get the aid to me for the people around my house who are victims of the earthquake. The address is .. ,29-01-2010,Mwen rsvoua mesaj nou yo 5 sou 5 men mwen ta vle di yon bagay kil e koman nap kapab fem jwin ed sa yo pou moune bo la kay mwen ki sinistw adres la sa,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0, received your message but would like to ask one thing when and how will you be able to get the aid to me for the people around my house who are victims of the earthquake the address is 
"I am a victim, please help me any way you are able. I am in the North-West exactly. My family, I can't call .. ",29-01-2010,"Mwen se yon viktim sil vou pl edem fason nou kapab mwen nan ndws menm fanmiy mwen, mwen paka rele",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, am victim please help me any way you are able am in the north west exactly my family can call 
"..cooked food if I don't have it. In all ways, if its not in our word.. ",29-01-2010,"yen kwit manje sim pa genyen. De tout fason, si se pa nan pawl nou",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, cooked food if don have it in all ways if its not in our word 
There is a federation (organization) called Fos-la which helps people but don't have a way to do so. ,29-01-2010,GEN YEN YON T FEDERASYON KI RELE FOS-LA VLE EDE MOUN MAN YO PAGEN MWAYEN POU YO FSA,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,there is federation organization called fos la which helps people but don have way to do so 
"Hello, I sent my CV. I've been on the site since Jan.27, I want a job badly. I lost my mother(wife), my child and my son, everything I had I've lost. ",29-01-2010,Hallo mwen te voye. Cv. Mwen sou sit la depui 27 jenvye mwen vle job anpil mwen pedi. Manman pitit mwen akyon tiganson mwen tout sa mwen te genyen pedi.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hello sent my cv ve been on the site since jan want job badly lost my mother wife my child and my son everything had ve lost 
"Haiti (Miragoane). If it was for those people, misery would have killed us by now. And you must distribute in all the cities in the provinces. Most of the people who come from the capital are in the city of .. ",29-01-2010,yiti ( Miragoane ) si te moun sa yo mis tap getan touye nou. epi fok distrybye a trav tout vil pwovens yo majorite moun ki sot nan kapital yo se nan vil de,direct,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,haiti miragoane if it was for those people misery would have killed us by now and you must distribute in all the cities in the provinces most of the people who come from the capital are in the city of 
"Food AND water on Route Freres, Jean-Paul street. Tents ",29-01-2010,Nourriture ET eau route frere rue  jean paul tente,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,food and water on route freres jean paul street tents 
Way method can we use to protect our health ,29-01-2010,Ki mwayen nou ka itilize poun ka proteje sante nou.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,way method can we use to protect our health 
Hello MBC! I would like to know how much is the US dollar in Port-au-Prince? ,29-01-2010,SALUT MBC!KONBYEN TO DOLLARD US LA YE NAN PAP. MERCI,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hello mbc would like to know how much is the us dollar in port au prince 
"before all thank you for the help with ? us carry for the country. We need help please water, food, or at least 10 tents if possible for us to sleep please, flash. ",29-01-2010,"Avan tou mesi pou ede ak sipe nou pote pou peyi a. Nou bezoin ede s. v. p, pote pou nou dlo, manje, o moins dix tante si posib pou nou demi tanpri, flash,",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,before all thank you for the help with us carry for the country we need help please water food or at least tents if possible for us to sleep please flash 
"I have problems, don't mess with me, I am hungry call me to tell me what you'll give to me. ",29-01-2010,Mwen gen pwoblem pa pasem nan tintin Mwen grangou relem pou dim kisa wap ban Mwen,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, have problems don mess with me am hungry call me to tell me what you will give to me 
We have no pot in which to boil our water. We have no water machine. ,29-01-2010,Nou pa gen chabon pou bouyi dlo a nou pa ka jwenn dlo machin yo,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we have no pot in which to boil our water we have no water machine 
"Please help me with people in the Artibonite department, specially at the Baptist church: glise de la Grace in Carrefour Paye. ",29-01-2010,Souple ede mwen ak moune ki grangou yo ki vini nan latibonit spesialman nan legliz baptiste Evanglique de la grace ki nan CarrefourPaye. Se pasteur At,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,please help me with people in the artibonite department specially at the baptist church glise de la grace in carrefour paye 
I am unhappy because I wrote you but I got no response. Thank you for that. ,29-01-2010,Mwen pa kontan paske m ekri nou m pa jwenn repons mwen di nou mesi pou sa.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am unhappy because wrote you but got no response thank you for that 
I am asking for help. My house is destroyed. I have no water. I have no food. ,29-01-2010,M ap mande ed kay mwen kraze mwen pa gen dlo mwen pa gen manje mwen,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0, am asking for help my house is destroyed have no water have no food 
at present no one not another nation is thinking with us all the saks coming in the capital are waiting this problem of decentralization it is causing everyone to die here ,29-01-2010,ka prezan pason okenn lot nasyon pa panse ave nou tout sak vini se nan kapital la yo rete se problem desantralizasyon sa kikoz tout moun sa yo mouri nan,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,at present no one not another nation is thinking with us all the saks coming in the capital are waiting this problem of decentralization it is causing everyone to die here 
I need help because I lost my mother and my father. Only my brother. I feel desperate I beg you please come help me. ,29-01-2010,"Mwen bezwen ed paske mwen pedi manman mwen papam, sam from mwen santi m dezespere tanpri svp edem.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0, need help because lost my mother and my father only my brother feel desperate beg you please come help me 
I have nothing left to live for. ,29-01-2010,wen pa ret anyen ank pou m viv,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, have nothing left to live for 
I had a sim card which was lost 6months ago can I come look for it ,29-01-2010,Mwen te gen yon kat sim ki pedi depi 6mwa eske mwen met vini chache l,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, had sim card which was lost months ago can come look for it 
".. that's why I need help, because I have nothing left ",29-01-2010,pou tet sa mwen bezwen ed paske mwen pa gen anyen anko,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, that why need help because have nothing left 
"There is help in the country if the information is true that each Haitian family will get: a sack of rice, a sack of beans and a gallon of oil for 8 months. If there are volunteers to give the food. ",29-01-2010,"Gen ed nan peyi a si enfomasyen vri pou bay chak fanmi ayisyen : yon sak diri, yon sak pwa ak yon galon lwil pandan 8mwa. si gen volonte pou bay manje a m",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,there is help in the country if the information is true that each haitian family will get sack of rice sack of beans and gallon of oil for months if there are volunteers to give the food 
"it by Christoph avenue channel, we are dying of hunger. ",29-01-2010,e pa avni christof chanel : grangou ap touye nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,it by christoph avenue channel we are dying of hunger 
"In Mose Alley, pass by Cristo Chanel in Carrefour. Hunger, thirst and dew are kiling us. ",29-01-2010,"NAN RIYEL MOISE PASE PA KRISTO CHANEL NAN KAFOU, GRANGOU SWAF DLO, SEREN AP TOUYE NOU",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,in mose alley pass by cristo chanel in carrefour hunger thirst and dew are kiling us 
"Leogane is hardly hit, we need water and food ",29-01-2010,Leogane pi w frape nou bezwen dlo ak manje,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,leogane is hardly hit we need water and food 
Throw me in the ocean because I cannot take this rout/road (in life) all by myself. ,29-01-2010,Lonje m lanmen paske mwen pap ka f chimen an pou kont mwen.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,throw me in the ocean because cannot take this rout road in life all by myself 
"I have many problems. I live at Delma. My house is destroyed. We lost our mother, my entire family. ",29-01-2010,Mwen gen poblem anpil mwen abite delma kay mwen kwaze ou pedi manman ou tout fanmi m yo,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, have many problems live at delma my house is destroyed we lost our mother my entire family 
The price of gas before the earthquake was 130 gourdes/gallon. Price is now 5000 gourdes/gallon/ ,29-01-2010,4636 : Pri gaz tounen men jan l te ye avan tranbleman te-a - 130gd/galon ofisyel. Pri a te rive 5000 gd/galon,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,the price of gas before the earthquake was gourdes gallon price is now gourdes gallon 
WHAT CAN A PSYCHOLOGIST DO OR WORK TO AID IN THE EFFORT?(IN HAITI NOW) ,29-01-2010,Ki demach pou 1 psicolog travay nan aide yo,direct,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,what can psychologist do or work to aid in the effort in haiti now 
I never find/receive any help that has been sent to Haiti. ,29-01-2010,Mwen pa janm jwenn anyen nan ed yo voye pou AYITI a.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, never find receive any help that has been sent to haiti 
I need your help concerning the damage that occurred in Haiti ,29-01-2010,J ai besion votre aide consernant les degats qui ont t arrives ha,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0, need your help concerning the damage that occurred in haiti 
.. and all those still under the ruble. thank you ,29-01-2010,tre yo e tout sak anba dekonm yo toujou. Mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, and all those still under the ruble thank you 
I wish the Haitian people good luck. ,29-01-2010,Je souhaite le peuple haitien bonne chance.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, wish the haitian people good luck 
The people of Delmas 75 ask for help - food and water. ,29-01-2010,Moun delmas 75 mande ed manje ak dlo,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the people of delmas ask for help food and water 
