text,date,processed_text
Second day of 2024 second disaster in Japan Flight 516 crashed landed All crew evacuated  safely  Please pray for Japan    #全員脱出 #羽田空港 #海保の方 #飛行機事故 #海保の機体 #จดหมายปรีดี #สึนามิ #Japan #earthquake #Tsunami #tsunami2024,Jan-02,second day of second disaster in japan flight crashed landed all crew evacuated safely please pray for japan 全員脱出 羽田空港 海保の方 飛行機事故 海保の機体 จดหมายปร ด ส นาม japan earthquake tsunami tsunami 
"चल नई शुरूआत कर, भूल के जो हो गया, हाथ पे हाथ यूं क्या रखना..!! Me to myself in 2024  #Japan #Tokyo #JapanEarthquake #HanedaAirport #JapanAirlines  #HitandRunLaw #TruckDriversProtest #Tokyo",Jan-02,चल नई श र आत कर भ ल क ज ह गय ह थ प ह थ य क य रखन me to myself in japan tokyo japanearthquake hanedaairport japanairlines hitandrunlaw truckdriversprotest tokyo
"#HEPCO Japan: \operator of #Shika nuclear power plant in quake-hit #Ishikawa Prefecture says systems to supply electricity to the facility from outside sources remain partially unusable.\"" https://www3.nhk.or.jp/nhkworld/en/news/20240102_33/… 1/1/2024 #Noto #earthquake Go #GreenNewDeal #nonukes #tech #security""",Jan-02, hepco japan operator of shika nuclear power plant in quake hit ishikawa prefecture says systems to supply electricity to the facility from outside sources remain partially unusable noto earthquake go greennewdeal nonukes tech security 
" January 1, 2024  According to media reports, on the evening of January 1, 2024, at least 48 people died as a result of a powerful New Year's earthquake that occurred off the western coast of Japan.   Significant damage was inflicted on the Ishikawa Prefecture, with much… Show more",Jan-02, january according to media reports on the evening of january at least people died as result of powerful new year earthquake that occurred off the western coast of japan significant damage was inflicted on the ishikawa prefecture with much show more
 Happy New Year  @TotalMotorcycle  #Riders ! Praying for #JapanEarthquake victims.   Emergency! Your motorcycle grip/handlebar falls off? What do you do?!  Follow  @TotalMotorcycle    緊急！ バイクのグリップが脱落してしまいませんか？ 職業はなんですか？！  Happy 2024 and Welcome to… Show more,Jan-02, happy new year riders praying for japanearthquake victims emergency your motorcycle grip handlebar falls off what do you do follow 緊急 バイクのグリップが脱落してしまいませんか 職業はなんですか happy and welcome to show more
"In Japan, an earthquake followed an airplane accident and killed 5 people. 2024 is a terrible beginning.",Jan-02,in japan an earthquake followed an airplane accident and killed people is terrible beginning 
"Someone just forwarded this  @alto_maple  video of the Haneda, Japan  @airbus  A350 fire from inside the plane.  All 379 people on board evacuated safely but 5 were killed in the Dash 8 aircraft they collided with.  Earthquake, tsunami and a plane fire - a rough 2024 for Japan.",Jan-02,someone just forwarded this video of the haneda japan fire from inside the plane all people on board evacuated safely but were killed in the dash aircraft they collided with earthquake tsunami and plane fire rough for japan 
"Continuing Israel - Hamas war, airplane crash in Japan, huge earthquake in Japan, South Korean opposition leader stabbed, Russian missile strikes against Ukraine. And we are just 2 days into 2024...",Jan-02,continuing israel hamas war airplane crash in japan huge earthquake in japan south korean opposition leader stabbed russian missile strikes against ukraine and we are just days into 
Golden Sunrise Guardians  Happy first Tuesday of year 2024 dear friends! Praying for my friends in Japan! Hope they are not affected by recent earthquakes #SXM #Caribbean #Svetan #SvetanPhotography  #Nikon #JapanEarthquake #tuesdayvibe #TuesdayFeeling #TuesdayMotivaton,Jan-02,golden sunrise guardians happy first tuesday of year dear friends praying for my friends in japan hope they are not affected by recent earthquakes sxm caribbean svetan svetanphotography nikon japanearthquake tuesdayvibe tuesdayfeeling tuesdaymotivaton
"Feeling bad for #Japan. After #earthquake and #Tsunami fear on 1st day of 2024, its #japanairlines plane crash at #TokyoAirport. Thank God all Passengers evacuated in time.  God please be with Japan.  #planecrash #HanedaAirport #WhatsApp #MadhuriDixit #AsaduddinOwaisi",Jan-02,feeling bad for japan after earthquake and tsunami fear on st day of its japanairlines plane crash at tokyoairport thank god all passengers evacuated in time god please be with japan planecrash hanedaairport whatsapp madhuridixit asaduddinowaisi
 Wild start of 2024   The Queen of Denmark resigns.  Japan hit by strong earthquake.  5-meter high waves hit Japan   Plane on fire at an airport in Tokyo due to a collision on ground. Evacuation of passengers.  Britain joins a U.S.-led military campaign against the… Show more,Jan-02, wild start of the queen of denmark resigns japan hit by strong earthquake meter high waves hit japan plane on fire at an airport in tokyo due to collision on ground evacuation of passengers britain joins led military campaign against the show more
What a rough 2024 for Japan. The first day- Earthquake  Second day- plane collision.,Jan-02,what rough for japan the first day earthquake second day plane collision 
"https://asia.nikkei.com/Business/Travel-Leisure/Japan-Airlines-plane-catches-fire-upon-landing-at-Tokyo-s-Haneda… First earthquake, now plane on fire. Japan isn’t starting 2024 very well, I’m afraid. Glad no one was hurt.",Jan-02, first earthquake now plane on fire japan isn starting very well afraid glad no one was hurt 
Seeing the destruction part of Japan had faced at the start of 2024 from the earthquake & tsunami really puts things into perspective  Life is short & things can happen in a blink of an eye  My thoughts are with all those affected & praying for the safety of everyone there,Jan-02,seeing the destruction part of japan had faced at the start of from the earthquake tsunami really puts things into perspective life is short things can happen in blink of an eye my thoughts are with all those affected praying for the safety of everyone there
Replying to  @MattWallace888,Jan-02,replying to 
2024 is off to a really ominous start.  7.6 Japan earthquake. Aeroplane burnt to ashes in Japan. Extra terrestrial species paying visit to Florida.,Jan-02, is off to really ominous start japan earthquake aeroplane burnt to ashes in japan extra terrestrial species paying visit to florida 
Let's spare a thought for the people of Japan starting 2024 with a 7.6 Earthquake although used to these quakes it's devastating watching your home crumble and having to run for your life as the ground opens up before your very eyes Sadly the numbers are rising in the death toll,Jan-02,let spare thought for the people of japan starting with earthquake although used to these quakes it devastating watching your home crumble and having to run for your life as the ground opens up before your very eyes sadly the numbers are rising in the death toll
First day of 2024: Japan has an earthquake and tsunami Second day of 2024: Japanese plane on fire.   My nephew is traveling in Japan at the moment.,Jan-02,first day of japan has an earthquake and tsunami second day of japanese plane on fire my nephew is traveling in japan at the moment 
"Earthquake, then tsunami and now this? Yhooo what a way for Japan to enter 2024 https://x.com/spectatorindex/spectatorindex/status/1742119955573932505…",Jan-02,earthquake then tsunami and now this yhoo what way for japan to enter 
Japan needs some divine help.  Earthquake  Tsunami Planes colliding   What a sad start to 2024,Jan-02,japan needs some divine help earthquake tsunami planes colliding what sad start to 
East Asia news gods busy in early 2024  ⁃Magnitude 7.6 earthquake in Central Japan ⁃South Korean opposition leader Lee Jae-Myung stabbed in the neck ⁃Japan Airlines plane catches fire at Haneda Airport in Tokyo,Jan-02,east asia news gods busy in early magnitude earthquake in central japan south korean opposition leader lee jae myung stabbed in the neck japan airlines plane catches fire at haneda airport in tokyo
First an earthquake & now 2 planes collided in Tokyo airport. 2024 is off to a great start for Japan,Jan-02,first an earthquake now planes collided in tokyo airport is off to great start for japan
"Japan started the year 2024 with a massive earthquake, a Tsunami and an A350 collision upon landed, and somehow no one has died of any of these events",Jan-02,japan started the year with massive earthquake tsunami and an collision upon landed and somehow no one has died of any of these events
Replying to  @ShivAroor,Jan-02,replying to 
Day 2 of 2024:  1. Powerful Japan Earthquake 2. Ethiopia makes a groundshaking territorial move against an EAC member 3. Japan Airlines Airbus in flames after airport collision 4. Uganda sues Kenya at the EACJ,Jan-02,day of powerful japan earthquake ethiopia makes groundshaking territorial move against an eac member japan airlines airbus in flames after airport collision uganda sues kenya at the eacj
